genomeID,difference count,iterations,,,,,,,,,,,,,,,,,,,,
GCA_000003645,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000003925,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000003955,11,['12', '7', '2', '3', '2', '3', '1', '4', '1', '2', '0'],,,,,,,,,,
GCA_000317435,7,['9', '5', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000317475,5,['11', '12', '6', '1', '0'],,,,,,,,,,,,,,,,
GCA_000317495,3,['11', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000317515,4,['14', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000317535,4,['12', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000317555,7,['6', '5', '4', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000317575,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000317615,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000317635,8,['9', '5', '3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000317655,4,['8', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000317675,3,['10', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000317695,3,['6', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000317835,6,['5', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000317855,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000317875,4,['7', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000317895,9,['9', '7', '4', '3', '2', '3', '1', '1', '0'],,,,,,,,,,,,
GCA_000317915,4,['7', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000317935,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000317955,6,['5', '4', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000317975,4,['7', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000317995,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000318015,12,['6', '3', '4', '3', '2', '2', '1', '1', '1', '1', '2', '0'],,,,,,,,,
GCA_000318035,4,['9', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000318055,6,['11', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000318525,4,['4', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000318545,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000318565,4,['4', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000318585,5,['5', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000318605,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000318625,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000318645,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000318665,4,['4', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000318685,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000318705,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000318745,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000318765,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000318785,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000318805,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000318825,3,['8', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000318845,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000318865,6,['4', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000318885,4,['3', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000318905,6,['4', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000318925,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000318945,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_000318965,6,['3', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000318985,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000319005,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000319025,1,['0'],,,,,,,,,,,,,,,,,,,,
GCA_000319045,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000319065,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000319085,5,['4', '2', '1', '2', '0'],,,,,,,,,,,,,,,,
GCA_000319105,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000319125,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000319145,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000319165,3,['4', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000319185,11,['5', '2', '1', '1', '2', '2', '2', '1', '1', '1', '0'],,,,,,,,,,
GCA_000319205,4,['5', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000319225,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000319245,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000319385,5,['8', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000319475,9,['11', '9', '4', '7', '6', '4', '3', '1', '0'],,,,,,,,,,,,
GCA_000319575,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000319655,4,['6', '6', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000319675,5,['8', '8', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000320385,9,['9', '4', '5', '2', '3', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_000321395,6,['10', '11', '6', '2', '4', '0'],,,,,,,,,,,,,,,
GCA_000321415,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000325665,4,['4', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000325705,4,['14', '6', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000325725,5,['10', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000325745,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000327045,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000327065,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000328405,6,['13', '14', '9', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000328545,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000328565,7,['6', '3', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000328625,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000328725,5,['6', '1', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000328745,6,['13', '13', '7', '5', '1', '0'],,,,,,,,,,,,,,,
GCA_000328765,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000328785,3,['8', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_000328805,21,['9', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']
GCA_000328825,2,['6', '0'],,,,,,,,,,,,,,,,,,,
GCA_000328845,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000329365,10,['7', '6', '3', '2', '4', '7', '12', '5', '2', '0'],,,,,,,,,,,
GCA_000330485,9,['7', '6', '5', '6', '11', '9', '2', '1', '0'],,,,,,,,,,,,
GCA_000330845,9,['9', '5', '7', '9', '9', '3', '1', '1', '0'],,,,,,,,,,,,
GCA_000330865,7,['7', '6', '1', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000330885,6,['7', '4', '5', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000331025,15,['9', '4', '3', '3', '3', '3', '3', '2', '1', '2', '1', '1', '2', '2', '0'],,,,,,
GCA_000331065,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000331085,4,['10', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000331105,6,['11', '6', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000331445,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000331695,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000331715,3,['5', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000331735,5,['4', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000331975,3,['3', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000331995,4,['9', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000332115,6,['6', '3', '2', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_000332735,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000332755,6,['13', '10', '4', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000334405,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000334515,13,['8', '3', '1', '1', '1', '1', '2', '2', '3', '9', '5', '2', '0'],,,,,,,,
GCA_000335875,10,['7', '5', '3', '3', '5', '6', '10', '6', '2', '0'],,,,,,,,,,,
GCA_000336405,4,['8', '11', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000336425,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000336445,5,['8', '3', '2', '2', '0'],,,,,,,,,,,,,,,,
GCA_000336465,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000338075,7,['6', '8', '8', '11', '4', '1', '0'],,,,,,,,,,,,,,
GCA_000338095,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000338115,8,['8', '10', '12', '7', '6', '2', '1', '0'],,,,,,,,,,,,,
GCA_000338695,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_000338715,4,['3', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000338735,6,['10', '13', '9', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000338755,6,['6', '1', '1', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000339015,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000340435,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000340605,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000340645,4,['10', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000340685,3,['6', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_000340705,4,['10', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000340725,6,['7', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000340785,5,['13', '10', '8', '2', '0'],,,,,,,,,,,,,,,,
GCA_000340795,4,['4', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000340825,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000340865,4,['4', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000340885,6,['7', '5', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000340905,2,['1', '0'],,,,,,,,,,,,,,,,,,,
GCA_000340925,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000341345,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000341355,4,['7', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000341385,8,['5', '2', '1', '2', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000341395,7,['11', '12', '3', '1', '1', '2', '0'],,,,,,,,,,,,,,
GCA_000341425,14,['4', '3', '2', '2', '3', '2', '3', '5', '7', '7', '3', '2', '1', '0'],,,,,,,
GCA_000341465,6,['7', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000341485,3,['7', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000341655,5,['7', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000341665,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000341695,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000341855,21,['5', '3', '3', '3', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']
GCA_000341875,7,['11', '5', '6', '11', '6', '2', '0'],,,,,,,,,,,,,,
GCA_000341895,4,['9', '5', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000342265,7,['9', '6', '4', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000344215,6,['7', '3', '2', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000344355,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000344575,8,['5', '2', '3', '3', '3', '4', '1', '0'],,,,,,,,,,,,,
GCA_000344745,4,['14', '11', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000344765,3,['7', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_000344785,5,['10', '11', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000344805,6,['7', '7', '4', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000346065,6,['10', '3', '2', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000346145,6,['8', '3', '2', '2', '2', '0'],,,,,,,,,,,,,,,
GCA_000346595,3,['8', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000347595,6,['8', '7', '9', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000347615,4,['6', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000347635,0,[],,,,,,,,,,,,,,,,,,,,
GCA_000349225,5,['10', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000349885,3,['12', '6', '0'],,,,,,,,,,,,,,,,,,
GCA_000354175,7,['8', '5', '6', '13', '7', '5', '0'],,,,,,,,,,,,,,
GCA_000364825,21,['6', '2', '3', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']
GCA_000380305,6,['12', '14', '9', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_000382965,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000389985,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000397165,6,['9', '8', '6', '4', '1', '0'],,,,,,,,,,,,,,,
GCA_000412675,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000438685,5,['8', '3', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000439515,4,['8', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000445035,7,['6', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,,,
GCA_000448605,5,['8', '5', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_000462955,8,['3', '1', '2', '1', '1', '1', '1', '0'],,,,,,,,,,,,,
GCA_000471965,3,['4', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000486165,12,['6', '5', '3', '2', '3', '2', '3', '7', '10', '5', '1', '0'],,,,,,,,,
GCA_000493535,12,['6', '6', '4', '3', '5', '9', '9', '4', '1', '1', '1', '0'],,,,,,,,,
GCA_000493775,5,['8', '4', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000511405,4,['14', '9', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000521745,6,['8', '6', '6', '3', '2', '0'],,,,,,,,,,,,,,,
GCA_000524575,3,['2', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000568975,4,['11', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000572155,3,['5', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_000582845,5,['10', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_000623155,11,['5', '6', '5', '3', '2', '4', '7', '10', '6', '1', '0'],,,,,,,,,,
GCA_000624255,10,['4', '8', '3', '2', '5', '7', '10', '6', '1', '0'],,,,,,,,,,,
GCA_000624355,10,['7', '6', '5', '3', '3', '5', '8', '11', '4', '0'],,,,,,,,,,,
GCA_000624855,11,['5', '6', '3', '3', '3', '4', '6', '10', '6', '2', '0'],,,,,,,,,,
GCA_000625455,11,['5', '8', '3', '2', '5', '7', '10', '6', '1', '1', '0'],,,,,,,,,,
GCA_000635955,4,['9', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000681515,4,['10', '3', '3', '0'],,,,,,,,,,,,,,,,,
GCA_000691565,4,['10', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000691585,11,['8', '2', '1', '1', '3', '2', '2', '1', '2', '5', '0'],,,,,,,,,,
GCA_000724505,5,['12', '6', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000735855,5,['9', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_000740435,7,['11', '5', '3', '4', '3', '1', '0'],,,,,,,,,,,,,,
GCA_000740945,10,['9', '4', '2', '2', '2', '1', '1', '2', '2', '0'],,,,,,,,,,,
GCA_000750515,5,['8', '5', '3', '1', '0'],,,,,,,,,,,,,,,,
GCA_000755105,10,['10', '4', '3', '1', '3', '4', '3', '3', '3', '0'],,,,,,,,,,,
GCA_000770565,6,['11', '5', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_000800215,5,['11', '12', '4', '1', '0'],,,,,,,,,,,,,,,,
GCA_000816985,4,['7', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_000817045,2,['8', '0'],,,,,,,,,,,,,,,,,,,
GCA_000828815,2,['3', '0'],,,,,,,,,,,,,,,,,,,
GCA_000831045,10,['8', '3', '3', '3', '4', '6', '10', '6', '2', '0'],,,,,,,,,,,
GCA_000834495,11,['6', '6', '7', '8', '8', '4', '2', '1', '1', '1', '0'],,,,,,,,,,
GCA_000953495,4,['5', '6', '4', '0'],,,,,,,,,,,,,,,,,
GCA_000961275,4,['7', '2', '2', '0'],,,,,,,,,,,,,,,,,
GCA_000968515,5,['11', '11', '7', '2', '0'],,,,,,,,,,,,,,,,
GCA_000970395,2,['2', '0'],,,,,,,,,,,,,,,,,,,
GCA_000972865,3,['3', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001007915,6,['8', '9', '10', '10', '3', '0'],,,,,,,,,,,,,,,
GCA_001022215,9,['6', '5', '1', '1', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_001025155,3,['7', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001027165,4,['8', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001029635,5,['10', '4', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001042635,5,['7', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001047255,21,['7', '4', '2', '3', '4', '4', '4', '5', '2', '2', '2', '1', '2', '2', '1', '2', '2', '1', '2', '2', '1']
GCA_001050435,4,['16', '4', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001182745,2,['4', '0'],,,,,,,,,,,,,,,,,,,
GCA_001188855,6,['9', '4', '2', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_001244315,7,['9', '9', '9', '4', '1', '2', '0'],,,,,,,,,,,,,,
GCA_001272795,10,['7', '3', '1', '2', '2', '1', '2', '1', '2', '0'],,,,,,,,,,,
GCA_001276585,6,['9', '12', '11', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_001277195,7,['5', '6', '4', '3', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001281105,5,['9', '5', '6', '1', '0'],,,,,,,,,,,,,,,,
GCA_001281145,4,['5', '4', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001302625,13,['4', '2', '4', '5', '4', '5', '6', '11', '7', '5', '1', '1', '0'],,,,,,,,
GCA_001305575,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001307155,3,['8', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001307235,5,['5', '5', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001307605,3,['2', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001442745,4,['9', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001442805,3,['10', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_001444445,3,['15', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001460855,8,['8', '3', '2', '2', '1', '2', '3', '0'],,,,,,,,,,,,,
GCA_001465295,5,['7', '5', '3', '2', '0'],,,,,,,,,,,,,,,,
GCA_001465715,0,[],,,,,,,,,,,,,,,,,,,,
GCA_001483905,4,['6', '3', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001494675,5,['11', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001506205,3,['6', '4', '0'],,,,,,,,,,,,,,,,,,
GCA_001513695,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001518815,5,['6', '3', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001530015,9,['7', '4', '2', '3', '2', '3', '1', '1', '0'],,,,,,,,,,,,
GCA_001542545,7,['7', '5', '9', '11', '6', '1', '0'],,,,,,,,,,,,,,
GCA_001543285,6,['9', '4', '4', '3', '3', '0'],,,,,,,,,,,,,,,
GCA_001545095,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_001547735,3,['7', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001548275,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001559135,3,['10', '5', '0'],,,,,,,,,,,,,,,,,,
GCA_001562115,11,['7', '5', '1', '2', '2', '3', '3', '4', '2', '1', '0'],,,,,,,,,,
GCA_001562155,12,['9', '4', '3', '2', '1', '1', '2', '2', '1', '2', '2', '0'],,,,,,,,,
GCA_001563225,5,['9', '2', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001580385,3,['9', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001593395,7,['11', '8', '9', '10', '2', '1', '0'],,,,,,,,,,,,,,
GCA_001593585,7,['4', '1', '2', '2', '1', '1', '0'],,,,,,,,,,,,,,
GCA_001602415,7,['6', '1', '1', '1', '2', '2', '0'],,,,,,,,,,,,,,
GCA_001611075,4,['8', '5', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001611325,5,['6', '4', '2', '3', '0'],,,,,,,,,,,,,,,,
GCA_001611425,5,['5', '2', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001618325,6,['12', '11', '10', '8', '1', '0'],,,,,,,,,,,,,,,
GCA_001644705,5,['8', '4', '1', '1', '0'],,,,,,,,,,,,,,,,
GCA_001654515,4,['8', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001664005,3,['6', '1', '0'],,,,,,,,,,,,,,,,,,
GCA_001677175,4,['8', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001680065,9,['13', '11', '5', '4', '1', '1', '1', '1', '0'],,,,,,,,,,,,
GCA_001682215,3,['16', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001683115,6,['19', '10', '7', '3', '1', '0'],,,,,,,,,,,,,,,
GCA_001683415,7,['10', '7', '9', '14', '4', '2', '0'],,,,,,,,,,,,,,
GCA_001687605,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001688765,6,['7', '2', '1', '1', '1', '0'],,,,,,,,,,,,,,,
GCA_001697665,6,['9', '6', '6', '5', '2', '0'],,,,,,,,,,,,,,,
GCA_001698205,4,['5', '1', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001702195,3,['10', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001702235,4,['6', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001704215,5,['5', '1', '2', '1', '0'],,,,,,,,,,,,,,,,
GCA_001708385,6,['8', '6', '3', '2', '1', '0'],,,,,,,,,,,,,,,
GCA_001708615,7,['9', '4', '7', '9', '5', '1', '0'],,,,,,,,,,,,,,
GCA_001717955,4,['5', '2', '1', '0'],,,,,,,,,,,,,,,,,
GCA_001729805,3,['8', '2', '0'],,,,,,,,,,,,,,,,,,
GCA_001746795,3,['14', '3', '0'],,,,,,,,,,,,,,,,,,
GCA_001752685,10,['9', '6', '5', '4', '6', '7', '4', '2', '1', '0'],,,,,,,,,,,
GCA_001753245,4,['8', '3', '2', '0'],,,,,,,,,,,,,,,,,
GCA_001761465,2,['5', '0'],,,,,,,,,,,,,,,,,,,
GCA_001792855,5,['8', '1', '1', '1', '0'],,,,,,,,,,,,,,,,
